REPORT_NUMBER,NAME,DATETIME_OF_INCIDENT,LOCATION_LATITUDE,LOCATION_LONGITUDE,COMMODITY_RELEASED_TYPE,CLASS_TXT,LOSS,RECOV,SPUNIT,SPUNIT_TXT,TOTAL_BBLS_RELEASED,FATALITY_IND,INJURY_IND,SHUTDOWN_DUE_ACCIDENT_IND,IGNITE_IND,EXPLODE_IND,ON_OFF_SHORE,INCIDENT_AREA_TYPE,DEPTH_OF_COVER,ITEM_INVOLVED,NOMINAL_PIPE_SIZE_IN,PIPE_DIAMETER,INSTALLATION_YEAR,AGE_OF_FACILITY,RELEASE_TYPE,LEAK_TYPE,TOTAL_EST_COST,ACCIDENT_PRESSURE,DETECTED,WATER_CONTAM_IND,CAUSE,,,MPVST,SURNO,TELRN,TELDT,PPPRP,EMRPRP,ENVPRP,OPCPRP,OPCPRPO,PRODPRP,OPPRP,OOPPRP,OOPPRPO,SPILLED,CLASS,GEN_CAUSE,LINE_SEG,IFED,INTER,OFFAREA,BNUMB,OFFST,OCS,OPPROP,PIPEROW,HCA,HCADESC,SYSPRT,SYSPRT_TXT,SYSPRTO,FAIL_OC,FAIL_OCO,INC_PRS,MOP,LRTYPE,LRTYPEO,LEAK,PUNC_DIAM,RUPTURE,RUPTURE_TXT,RUPLN,PROPLN,UBLKVM,UBLKVA,UBLKVR,UBLKVC,DBLKVM,DBLKVA,DBLKVR,DBLKVC,SEGISO,VLVDIST,SEGCONF,INLINE,INLINE_TXT,DRHRMF,DRHRMFY,DRLRMF,DRLRMFY,DRUT,DRUTY,DRGEO,DRGEOY,DRCAL,DRCALY,DRCRK,DRCRKY,DRHARD,DRHARDY,DROTH,DROTHY,WALLTHK,SPEC,SMYS,SEAM,VALVE,MANU,MANYR,LOCLK,EFAT,NFAT,GPFAT,EINJ,NINJ,GPINJ,SHUTDAY,SHUTHR,SHUTMIN,EVAC,EVACNO,EVAC_REASON,EVAC_REASON_TEXT,STHH,STMN,IMPACT,REMEDIAL,RSURFACE,RGROUND,RSOIL,RVEG,RWILD,AMT_IN_WATER,OCEAN,SURFACE,GROUNDW,DRINK,DRINKSRC,DRINKSRC_TXT,COMP_BASED,DETECTED,DETECTEDO,DURLEAK_DAY,DURLEAK_HR,CAUSE,CAUSE_TXT,PIPE_COAT,PIPE_COAT_TXT,VIS_EXAM,VIS_EXAM_TXT,VIS_EXAMO,COR_CAUSE,COR_CAUSE_TXT,COR_CAUSEO,PROT,CPYR,PREV_DAM,PREV_DAM_YR,PREV_DAM_MO,PREV_DAM_UK,EARTH_MOVE,EARTH_MOVE_TXT,EARTH_MOVEO,FLOODS,FLOODS_TXT,FLOODSO,TEMPER,TEMPER_TXT,TEMPERO,THIRD_PARTY_GRP,THIRD_PARTY_GRP_TXT,THIRD_PARTY_TYPE,THIRD_PARTY_TYPE_TXT,THIRD_PARTY_TYPEO,EXCAV_TYPE,EXCAV_TYPE_TXT,EXCAV_ON,EXCAV_LAST_CONTACT,NOTIF,NOTIF_DATE,NOTIF_RCVD_TXT,MARKED,TEMP_MARK,TEMP_MARK_TXT,PERM_MARK,ACC_MARK,ACC_MARK_TXT,MKD_IN_TIME,FIRE_EXPLO,FIRE_EXPLO_TXT,PIPE_BODY,PIPE_BODY_TXT,PIPE_BODYO,COMPONENT,COMPONENT_TXT,COMPONENTO,JOINT,JOINT_TXT,JOINTO,BUTT,BUTT_TXT,BUTTO,FILLET,FILLET_TXT,FILLETO,PIPE_SEAM,PIPE_SEAM_TXT,PIPE_SEAMO,FAIL_TYPE,FAIL_TYPE_TXT,CONS_DEF,CONS_DEF_TXT,PIPE_DAMAGE,PRS_TEST,TEST_DATE,TEST_MED,TEST_MED_TXT,TEST_MEDO,TEST_TP,TEST_PRS,MALFUNC,MALFUNC_TXT,MALFUNCO,THREADS,THREADS_TXT,THREADSO,SEAL,SEAL_TXT,SEALO,IO_TYPE,IO_TYPE_TXT,IO_TYPEO,IO_DRUG,IO_ALCO,MISC,UNKNOWN,UNKNOWN_TXT,PNAME,PTEL,PEMAIL,PFAX,NARRATIVE
20060343,KINDER MORGAN LIQUID TRMINALS LLC,11/8/2006,N 33.48.43,W 118.14.04,JET FUEL,"GASOLINE, DIESEL, FUEL OIL OR OTHER PETROLEUM PRODUCT WHICH IS A LIQUID AT AMBIENT CONDITIONS",2,2,1,BARRELS,,NO,NO,,,,ONSHORE,,,,,,,,,,7620,,,,INCORRECT OPERATION,,,NA,NA,817604,11/8/2006,0,0,0,0,,120,0,7500,CLEANUP & SOIL DISPOSAL,YES,3,7,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"STEVE MAROSITZ, MANAGER CODES AND STANDARDS",9098735146,STEVE_MAROSITZ@KINDERMORGAN.COM,3039843620,
20060344,SUNOCO PIPELINE L.P.,11/14/2006,42.8946,-82.5065,BUTANE,HVLS/OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,5,0,2,GALLONS,,NO,NO,,,,ONSHORE,,,,,,,,,,6100,,,,EQUIPMENT,,,,6513+12,,,0,1000,0,0,,100,0,5000,LINE EVACUATION & VALVE REPLACEMENT,YES,1,6,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DAVID B. MEADOWS,6109421924,DBMEADOWS@SUNOCOLOGISTICS.COM,6109421910,
20060345,SUNOCO PIPELINE L.P.,11/9/2006,32.3956,-94.9081,CRUDE OIL,CRUDE OIL,350,330,1,BARRELS,,NO,NO,YES,NO,NO,ONSHORE,UNDER GROUND,6,BODY OF PIPE,10,,1931,,LEAK,PUNCTURE,136000,NO,"REMOTE OPERATING PERSONNEL, INCLUDING CONTROLLERS",NO,EXCAVATION DAMAGE,,,,9998+52,817685,11/9/2006,0,0,0,0,,18000,0,118000,"RESPONSE, CLEANUP, REPAIR",YES,4,3,EAST TEXAS 10,NO,INTERSTATE,,,,NO,NO,YES,NO,,5,"ONSHORE PIPELINE, INCLUDING VALVE SITES",,1,,220,965,1,,3,3,,,,,YES,NO,NO,NO,YES,NO,NO,NO,27720,27720,YES,1,YES,YES,2004,NO,,NO,,NO,,NO,,NO,,NO,,NO,,0.31,GRADE B,35000,SMLS,N/A,UNK,,4,0,0,0,0,0,0,0,14,30,NO,,,,4,0,NO,YES,NO,NO,YES,NO,NO,,,,,,,,YES,4,,0,0,9,THIRD PARTY EXCAVATION DAMAGE,,,,,,,,,,,,,,,,,,,,,,,,3,EXCAVATOR OTHER THAN OPERATOR/SUBCONTRACTOR,6,PHONE/CABLE,,1,OPEN TRENCH,YES,,NO,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KENNETH DAVID BORN,2816376497,KDBORN@SUNOCOLOGISTICS.COM,2816376425,THIRD PARTY DAMAGED PIPELINE WHILE RUNNING A BULL DOZER.  DID NOT MAKE A CALL TO THE ONE CALL CENTER.
20060346,SHELL PIPELINE COMPANY LP,11/27/2006,,,CRUDE OIL,CRUDE OIL,1,0,1,BARRELS,,NO,NO,YES,NO,NO,OFFSHORE,UNDER WATER,,BODY OF PIPE,12.75,,1979,,OTHER,,9500060,NO,AIR PATROL OR GROUND SURVEILLANCE,YES,NATURAL FORCES,,,,,819190,11/27/2006,0,0,0,0,,60,0,9500000,REPAIRS / REPLACE,YES,4,2,COGNAC 12,NO,INTERSTATE,SOUTH PASS ,38,,YES,NO,YES,NO,,6,"OFFSHORE PIPELINE, INCLUDING PLATFORM",,1,,70,1440,4,HURRICANE MUD SLIDE,,,,,,,YES,NO,NO,NO,YES,NO,NO,NO,145300,145300,YES,2,NO,NO,,NO,,NO,,NO,,NO,,NO,,NO,,NO,,0.56,5LX,46000,SEAMLESS,,SUMITOMO,1979,5,0,0,0,0,0,0,75,0,0,NO,,,,,,NO,NO,NO,NO,NO,NO,NO,1,YES,NO,NO,NO,,,NO,5,,0,1,5,HEAVY RAINS/FLOODS,,,,,,,,,,,,,,,,,,3,MUDSLIDE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RICHARD KLASEN,7132411064,RICHARD.KLASEN@SHELL.COM,7132412997,"THIS PIPELINE HAS BEEN SHUT DOWN SINCE BEFORE HURRICANE KATRINA.  WE WERE CONDUCTING A STAND-UP TEST ON THE LINE TO INSURE INTEGRITY.  WE USED SEAWATER TO BEGIN STAND-UP TEST, REACHED 70 PSI AND PRESSURE DROPPED TO 0 PSI.  WE INVESTIGATED BY HELICOPTER TO LOCATE RELEASE SITE. SITE OIL SPOTTED  28 56 19N 89 16 82W IN THE GULF OF MEXICO, SOUTH PASS 38.  WE PULLED A VACUUM ON THE LINE TO REDUCE FURTHER RISK OF SHEENING.  WILL NEED VESSEL TO GET TO SITE AND INVESTIGATE POSSIBLE CAUSE AND REPAIRS REQUIRED.   REPLACED 2,000 FEET OF PIPELINE AROUND MUD SLIDE AREA. BELIEVE PIPE FAILED DUE TO EXTENAL NATURAL FORCES CAUSED BY MUD SLIDE ON SEA FLOOR."
20060347,BP PIPELINES NA,12/5/2006,,,CRUDE OIL,CRUDE OIL,60,60,1,BARRELS,,NO,NO,YES,NO,NO,ONSHORE,UNDER PAVEMENT,72,BODY OF PIPE,8,,1951,,LEAK,PINHOLE,314400,NO,A THIRD PARTY,NO,CORROSION,,,,LINE E-1 AT 9TH STREET ,820012,12/5/2006,0,155000,159400,0,,0,0,0,,YES,4,1,LINE E-1 AT 9TH STREET,NO,INTRASTATE,,,,NO,NO,YES,YES,HPA,5,"ONSHORE PIPELINE, INCLUDING VALVE SITES",,1,,150,402,1,,1,,,,,,YES,NO,NO,NO,YES,NO,NO,NO,2,1,NO,4,NOT POSSIBLE DUE TO PHYSICAL CONSTRAINTS IN THE SYSTEM,NO,,NO,,NO,,NO,,NO,,NO,,NO,,NO,,0.32,GRADE B,42000,SEAMLESS,,,1951,2,0,0,0,0,0,0,2,0,0,NO,,,,,,NO,YES,NO,NO,YES,NO,NO,,,,,,,,NO,6,,2,0,1,"CORROSION, EXTERNAL",2,COATED,1,LOCALIZED PITTING,,1,GALVANIC,,YES,1970,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DAVID KNOELKE,6304529133,DAVID.KNOELKE@BP.COM,6308363582,"LOCAL PROPERTY OWNER HAD CALLED IN THAT THERE WAS OIL ON THE GROUND.  AN OIL PLUME OF 25¿ BY 15¿ WAS OBSERVED AND LOOKED TO BE COMING OUT FROM BENEATH A LARGE CONTAINER, WHICH WAS APPROXIMATELY 15¿ WEST OF THE WEST CASING VENT FOR THE 710 FWY.  TRASH, CONTAINERS, OLD BOATS CLUTTERED THE AREA.  AREA BETWEEN VAULT AND EXPOSED CASING WAS EXCAVATED.  THIS WAS DELAYED DUE TO 12,500 VAC CONDUIT CROSSING AND NOT WANTING TO EXPOSE.  COATING APPEARED TO BE SOMASTIC WHICH CAN CONTAIN 1-2% ASBESTOS.  PITTING WAS NOTED ON THE TOP OF PIPE AND SOME MORE MINOR PITTING ALONG THE SOUTH SIDE, BUT NO PENETRATION WAS VISIBLE."
20060348,CRIMSON PIPELINE L.P.,11/20/2006,33.779,-118.215,CRUDE OIL,CRUDE OIL,2,1,1,BARRELS,,NO,NO,YES,NO,NO,ONSHORE,IN CASING UNDER RR TRACKS,120,BODY OF PIPE,10,,1966,,LEAK,PINHOLE,100060,NO,A THIRD PARTY,NO,CORROSION,,,,57+04,818732,11/20/2006,0,0,0,0,,60,100000,0,,YES,4,1,THUMS 10-INCH PIPELINE,NO,INTRASTATE,,,,NO,NO,YES,YES,URBAN AREA,5,"ONSHORE PIPELINE, INCLUDING VALVE SITES",,1,,100,1200,1,,1,,,,,,YES,NO,NO,NO,YES,NO,NO,NO,2,2,YES,1,YES,NO,,YES,2002,NO,,YES,2002,NO,,NO,,NO,,NO,,0.22,API 5L X52,52000,ERW,,,,7,0,0,0,0,0,0,5,0,0,NO,,,,4,0,NO,YES,NO,NO,YES,NO,NO,,,,,,,,YES,6,,0,12,1,"CORROSION, EXTERNAL",2,COATED,2,GENERAL CORROSION,,8,OTHER,WATER IN CASING,YES,1966,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LARRY ALEXANDER,5625959216,LWALEXANDER@CRIMSONPL.COM,5265956071,
20060349,"PLAINS PIPELINE, L.P.",11/15/2006,34.04893 N,97.32426 W,CRUDE OIL,CRUDE OIL,2,0,1,BARRELS,,NO,NO,,,,ONSHORE,,,,,,,,,,7995,,,,OTHER,,,126.8,,,,0,1950,250,0,,120,693,4982,REPAIR,YES,4,8,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"GILBERT C. SCHUTZA, P.E.",7136464433,CE.GCSCHUTZA@PAALP.COM,7136464310,
20060350,"PLAINS PIPELINE, L.P.",11/23/2006,32.01587 N,102.01143 W,CRUDE OIL,CRUDE OIL,5205,4930,1,BARRELS,,NO,NO,NO,NO,NO,ONSHORE,ABOVE GROUND,,OTHER,,,1951,,,,113726,NO,"REMOTE OPERATING PERSONNEL, INCLUDING CONTROLLERS",NO,INCORRECT OPERATION,,,MIDLAND BASIN TANK FARM,,,,0,26016,68796,0,,16500,2414,0,,YES,4,7,BASIN PIPELINE,NO,INTERSTATE,,,,NO,YES,NO,NO,,1,ABOVE GROUND STORAGE TANK,,14,ROOF DRAIN,17,30,,,,,,,,,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,NO,,NO,,NO,,NO,,NO,,NO,,NO,,NO,,,,,,,,,3,0,0,0,0,0,0,,,,NO,,,,,,NO,YES,NO,NO,YES,NO,NO,,,,,,,,NO,4,,0,5,23,INCORRECT OPERATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,OTHER,INCORRECT CONTRACTOR REPAIRS,0,0,,,,"GILBERT C. SCHUTZA, P.E.",7136464433,CE.GCSCHUTZA@PAALP.COM,7136464310,"THE INCIDENT WAS DISCOVERED BY THE PLAINS PIPELINE MIDLAND CONTROL CENTER.  THE RELEASE WAS CONTAINED INSIDE THE STATION FIREWALL AT THE MIDLAND BASIN TANK FARM.  INVESTIGATION HAS DETERMINED THAT THE ROOF DRAIN ON TANK 1332 FAILED ALLOWING OIL TO EXIT OUT OF THE ROOF DRAIN VALVE INTO THE STATION FIREWALL.  THE EXACT CAUSE OF THE ROOF DRAIN FAILURE IS UNKNOWN AND STILL UNDER INVESTIGATION.  THEREFORE, THE RELEASE IS CLASSIFIED AS OTHER UNTIL THE TANK IS CLEANED AND THE INVESTIGATION COMPLETED.    INITIAL INVESTIGATION INDICATED THAT THE ESTIMATED COST WOULD BE LESS THAN $50,000.  SUBSEQUENTLY, THE REMEDIATION COSTS HAVE EXCEEDED THE ORIGINAL ESTIMATES AND THE TOTAL COST NOW EXCEEDS $50,000.    PART H7. ITEM 23  DURING THE INVESTIGATION, IT WAS DETERMINED THAT A SWIVEL JOINT IN THE ROOF DRAIN SYSTEM HAD SEIZED CAUSING THE PIPE TO PULL FROM THE SWIVEL JOINT.  THE SWIVEL JOINTS IN THE ROOF SYSTEM HAD BEEN RECENTLY EPLACED BY A CONTRACTOR ON AN API STANDARD 653 INSPECTION REQUIRED BY 49 CFR 195.432.  THE INVESTIGATION INDICATES THAT THE CONTRACTOR INSTALLED SWIVELS THAT WERE DIFFERENT IN LENGTH, ALTHOUGH THE CONTRACTOR WAS AWARE OF THE DIFFERENT LENGTH OF THE SWIVEL, ADJUSTMENTS WERE MADE TO THE DRAIN PIPING, BUT THIS ADJUSTMENT PROHIBITED FREE M0MENT OF THE DRAIN PIPING CAUSING SOME SEPARATION OF THE PIPING FROM THE SWIVEL.  THE SWIVEL JOINTS WERE REPLACED BY THE CONTRACTOR UNDER WARRANTY AND RETURNED TO THE ORIGINAL CONFIGURATION."
20060351,EXPLORER PIPELINE COMPANY ,11/16/2006,38. 49. 19,90. 5. 44,GASOLINE ,"GASOLINE, DIESEL, FUEL OIL OR OTHER PETROLEUM PRODUCT WHICH IS A LIQUID AT AMBIENT CONDITIONS",10,9,1,BARRELS,,NO,NO,NO,NO,NO,ONSHORE,ABOVE GROUND,,VALVE,,,1971,,,,37382,NO,"LOCAL OPERATING PERSONNEL, PROCEDURES OR EQUIPMENT",NO,INCORRECT OPERATION,,,402.7,,,,0,0,0,0,,69,0,37313,"LABOR, VACUUM TRUCK, ROLL-OFFS, SOIL DISPOSAL ",YES,3,7,"WOOD RIVER, IL STATION ",NO,INTERSTATE,,,,NO,YES,NO,YES,HPA AND ECO,3,"PUMP/METER STATION; TERMINAL/TANK FARM PIPING AND EQUIPMENT, INCLUDING SUMPS",,8,,600,1337,,,,,,,,,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,NO,,NO,,NO,,NO,,NO,,NO,,NO,,NO,,,,,,.250 BALL VALVE ,,,3,0,0,0,0,0,0,,,,NO,,,,0,0,NO,NO,NO,NO,NO,NO,NO,,,,,,,,YES,3,,,3,23,INCORRECT OPERATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,FAILURE TO FOLLOW PROCEDURES,,,,,,,KEVIN E. BROWN,9184935104,KBROWN@EXPL.COM ,9184935148,"ON NOVEMBER 16, 2006, AN EMPLOYEE WAS CHECKING PRODUCT HAZE AT A WOOD RIVER, ILLINOIS SAMPLE BUILDING AND INADVERTENTLY BUMPED A .250 INCH BALL VALVE SAMPLE VALVE THAT WAS ASSOCIATED WITH A LINE THAT WAS NOT OPERATING.  WHEN THE LINE WAS STARTED AT 03:01 HOURS A SINK IN THE SAMPLE BUILDING EVENTUALLY OVERFILLED AND RELEASED GASOLINE.  DURING STATION CHECKS A STRONG NORTH WIND PREVENTED THE OPERATOR FROM DETECTING ANY PETROLEUM SMELLS, UNTIL APPROXIMATELY 06:00 HOURS WHEN IT WAS DETECTED AND THE VALVE WAS SHUT.  THE FREE-PHASE PRODUCT WAS VACUUMED-UP, THE PETROLEUM IMPACTED SOIL WAS EXCAVATED, PLACED IN LINED ROLL-OFF BOXES FOR DISPOSAL. TO ELIMINATE ANY POTENTIAL FUTURE OCCURRENCE, THE BALL VALVE INVOLVED HAS BEEN REPLACED WITH A LOCKING COLLAR VALVE."
20060352,EXXONMOBIL PIPELINE COMPANY,12/1/2006,N30DEG 32.02',W91DEG 45.02',CRUDE OIL ,CRUDE OIL,35,10,2,GALLONS,,NO,NO,,,,ONSHORE,,,,,,,,,,37950,,,,EQUIPMENT,,,,,,,2000,0,0,0,,55,200,35695,RESPONSE AND CLEAN-UP,YES,4,6,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,THAD MASSENGALE,7136562258,THAD.MASSENGALE@EXXONMOBIL.COM,7136568232,
20060353,CONOCOPHILLIPS PIPE LINE CO.,12/3/2006,35 41' 17.04,"101, 21' 39.41",CRUDE OIL,CRUDE OIL,15000,14500,1,BARRELS,,NO,NO,YES,NO,NO,ONSHORE,ABOVE GROUND,0,OTHER,10,,1992,,,,120000,NO,"REMOTE OPERATING PERSONNEL, INCLUDING CONTROLLERS",NO,OTHER,,,,BORGER CRUDE TERMINAL,819908,12/3/2006,0,0,0,0,,35000,5000,80000,CLEAN UP AND DISPOSAL,YES,4,8,BORGER CRUDE TERMINAL,NO,INTERSTATE,,,,NO,YES,NO,NO,,1,ABOVE GROUND STORAGE TANK,,14,TANK  TO MIXER SEAL,15,30,,,,,,,,,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,NO,,NO,,NO,,NO,,NO,,NO,,NO,,NO,,0.32,X52,5200,ERW,GATE,JENSEN,1991,3,0,0,0,0,0,0,0,5,0,NO,,,,120,0,NO,YES,NO,NO,YES,NO,NO,,,,,,,,YES,4,,1,18,24,MISCELLANEOUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TANK 1504 MIXER TOP HINGE FAILURE CAUSING MIXER TO LEAN AWAY FROM TANK.  ,,,RANDY W. BEGGS,5807677101,RANDY.W.BEGGS@CONOCOPHILLIPS.COM,5807676947,"ON 12-03-2006, TANK 1504 AT CPPL¿S BORGER CRUDE TERMINAL HAD JUST BEEN TOPPED OFF.  OPERATOR ON DUTY IMMEDIATELY NOTICED THAT THE LEVEL IN T1504 WOULD NOT LEVEL OFF.  TANK GAUGING COMPUTER WAS SHOWING 800 BBLS TO 1200 BBLS AN HOUR LOSS.  AS EMPLOYEE DROVE AROUND T1504, IT WAS NOTICED THAT THE WEST MIXER HAD COME LOOSE AT THE TOP HINGE AND HAD FALLEN AWAY FROM THE TANK, ONLY SUPPORTED BY THE BOTTOM HINGE.  CRUDE OIL WAS LEAKING OUT OF THE KNUCKLE JOINT PACKING AREA AT THE TANK WALL CONNECTION.  NOTIFICATIONS WERE IMMEDIATELY MADE TO START LOWERING THE TANK LEVEL BY PUMPING CONTENTS TO REFINERY AND OTHER TANKS ON SITE.  ALL CRUDE WAS CONTAINED IN THE DIKE."
20060354,MARATHON PIPE LINE LLC,12/14/2006,30.05559986,-90.59954042,GASOLINE,"GASOLINE, DIESEL, FUEL OIL OR OTHER PETROLEUM PRODUCT WHICH IS A LIQUID AT AMBIENT CONDITIONS",2,2,1,BARRELS,,NO,NO,,,,ONSHORE,,,,,,,,,,180,,,,EQUIPMENT,,,,GARYVILLE STATION,NA,,0,0,0,0,,180,0,0,,YES,3,6,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SHANE CAPPAMA,4194295458,CSCAPPAMA@MARATHONPETROLEUM.COM,4194213917,
20060355,ROCKY MOUNTAIN PIPELINE SYSTEM LLC,12/4/2006,42.3141667 N,107.8763889 W,CRUDE OIL,CRUDE OIL,5,0,1,BARRELS,,NO,NO,YES,NO,NO,ONSHORE,ABOVE GROUND,,COMPONENT,0.75,,1982,,,,6536,NO,"LOCAL OPERATING PERSONNEL, PROCEDURES OR EQUIPMENT",NO,EQUIPMENT,,,194,,,,0,300,5811,0,,300,25,100,REPAIR,YES,4,6,FRONTIER EAST,NO,INTERSTATE,,,,NO,YES,NO,NO,,3,"PUMP/METER STATION; TERMINAL/TANK FARM PIPING AND EQUIPMENT, INCLUDING SUMPS",,7,,1300,1440,,,,,,,,,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,NO,,NO,,NO,,NO,,NO,,NO,,NO,,NO,,,,,,,,,3,0,0,0,0,0,0,0,0,5,NO,,,,0,5,NO,YES,NO,NO,YES,NO,NO,,,,,,,,NO,3,,0,1,21,"THREADS STRIPPED, BROKEN PIPE COUPLING",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,NIPPLES,,,,,,,,,,,,,"GILBERT C. SCHUTZA, P.E.",7136464433,CE.GCSCHUTZA@PAALP.COM,7136464310,A 3/4 INCH NIPPLE ON THE LINE FROM THE PUMP CASING TO A PRESSURE INDICATOR FAILED DUE TO A CRACK IN A THREAD.
20060356,"SFPP, LP, AN OPERATING PARTNERSHIP OF KINDER MORGAN ENERGY PARTNERS LP",11/28/2006,N 33.50.683,W 118.14.054,GASOLINE,"GASOLINE, DIESEL, FUEL OIL OR OTHER PETROLEUM PRODUCT WHICH IS A LIQUID AT AMBIENT CONDITIONS",10,10,2,GALLONS,,NO,NO,,,,ONSHORE,,,,,,,,,,5030,,,,INCORRECT OPERATION,,,,,819329,11/28/2006,0,0,0,0,,30,1000,4000,RESPONSE/CLEANUP,YES,3,7,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"STEVE MAROSITZ, MGR COMPLIANCE CODES/STANDARDS",9098735146,STEVE_MAROSITZ@KINDERMORGAN.COM,3039843620,
20060357,CONOCOPHILLIPS PIPE LINE CO.,11/29/2006,"45 47' 39.47""",108 28' 44.91,DIESEL FUEL,"GASOLINE, DIESEL, FUEL OIL OR OTHER PETROLEUM PRODUCT WHICH IS A LIQUID AT AMBIENT CONDITIONS",20,10,2,GALLONS,,NO,NO,,,,ONSHORE,,,,,,,,,,1540,,,,EQUIPMENT,,,0,BILLINGS STATION,N/A,,0,0,0,0,,40,0,1500,CLEAN UP AND DISPOSAL,YES,3,6,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RANDY W. BEGGS,5807677101,RANDY.W.BEGGS@CONOCOPHILLIPS.COM,5807676947,
