,REPORT_NUMBER,NAME,DATE_OF_INCIDENT,LOCATION_LATITUDE,LOCATION_LONGITUDE,COMMODITY_RELEASED_TYPE,TOTAL_BBLS_RELEASED,FATALITY_IND,INJURY_IND,SHUTDOWN_DUE_ACCIDENT_IND,IGNITE_IND,EXPLODE_IND,ON_OFF_SHORE,INCIDENT_AREA_TYPE,DEPTH_OF_COVER,ITEM_INVOLVED,PIPE_DIAMETER,INSTALLATION_YEAR,RELEASE_TYPE,TOTAL_EST_COST,ACCIDENT_PRESSURE,SCADA_DETECTION_IND,CPM_DETECTION_IND,WATER_CONTAM_IND,CAUSE,CAUSE_DETAILS,YEAR_OF_INCIDENT,AGE_OF_FACILITY
346,20200305,ORYX DELAWARE OIL TRANSPORT LLC,2020-11-03,31.367009,-103.442867,CRUDE OIL,1.0,NO,NO,YES,NO,NO,ONSHORE,ABOVEGROUND,,VALVE,,2016.0,LEAK,78040.0,PRESSURE DID NOT EXCEED MOP,NO,,NO,EQUIPMENT FAILURE,NON-THREADED CONNECTION FAILURE,2020,4.0
347,20200326,"BUCKEYE PARTNERS, LP",2020-11-03,41.643367,-87.475729,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,90.0,NO,NO,YES,NO,NO,ONSHORE,ABOVEGROUND,,PUMP,,,LEAK,121901.0,PRESSURE DID NOT EXCEED MOP,,YES,NO,EQUIPMENT FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,2020,
348,20200312,PERMIAN EXPRESS PARTNERS LLC,2020-11-01,32.530419,-100.82967,CRUDE OIL,4.3,NO,NO,YES,NO,NO,ONSHORE,UNDERGROUND,48,AUXILIARY PIPING (E.G. DRAIN LINES),,2015.0,LEAK,11672.0,PRESSURE DID NOT EXCEED MOP,NO,NO,NO,CORROSION FAILURE,INTERNAL CORROSION,2020,5.0
349,20200323,"EQUISTAR CHEMICALS, L.P.",2020-11-01,28.28081765,-97.1537463,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,1960.9,NO,NO,YES,NO,NO,ONSHORE,UNDERGROUND,59,PIPE,6.625,1979.0,OTHER,894192.0,PRESSURE DID NOT EXCEED MOP,NO,NO,NO,MATERIAL FAILURE OF PIPE OR WELD,ORIGINAL MANUFACTURING-RELATED (NOT GIRTH WELD OR OTHER WELDS FORMED IN THE FIELD),2020,41.0
350,20200322,"MAGELLAN PIPELINE COMPANY, LP",2020-10-31,44.732898,-93.19669,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,98.0,NO,NO,NO,NO,NO,ONSHORE,ABOVEGROUND,,OTHER,,1960.0,LEAK,149735.0,PRESSURE DID NOT EXCEED MOP,NO,NO,NO,EQUIPMENT FAILURE,THREADED CONNECTION/COUPLING FAILURE,2020,60.0
351,20200320,HARVEST MIDSTREAM COMPANY,2020-10-29,29.29937222,-90.64919444,CRUDE OIL,0.3,NO,NO,NO,NO,NO,ONSHORE,UNDERGROUND,UNKNOWN,SUMP/SEPARATOR,,,OTHER,2050.0,PRESSURE DID NOT EXCEED MOP,,,NO,NATURAL FORCE DAMAGE,HEAVY RAINS/FLOODS,2020,
352,20200311,"ROSE ROCK MIDSTREAM OPERATING, LLC",2020-10-28,40.129117,-104.806895,CRUDE OIL,2.0,NO,NO,NO,NO,NO,ONSHORE,ABOVEGROUND,,METER/PROVER,,2020.0,LEAK,19580.0,PRESSURE DID NOT EXCEED MOP,NO,NO,NO,EQUIPMENT FAILURE,OTHER EQUIPMENT FAILURE,2020,0.0
353,20200308,SUNOCO PARTNERS MARKETING & TERMINALS LP,2020-10-28,29.9946778,-93.9922861,CRUDE OIL,4.0,NO,NO,NO,NO,NO,ONSHORE,ABOVEGROUND,,"WELD, INCLUDING HEAT-AFFECTED ZONE",,1970.0,LEAK,8300.0,PRESSURE DID NOT EXCEED MOP,NO,NO,NO,CORROSION FAILURE,INTERNAL CORROSION,2020,50.0
354,20200319,VALERO PARTNERS OPERATING CO. LLC,2020-10-26,29.995926,-94.077568,CRUDE OIL,0.23,NO,NO,NO,NO,NO,ONSHORE,"TANK, INCLUDING ATTACHED APPURTENANCES",,TANK/VESSEL,,1953.0,LEAK,32018.0,PRESSURE DID NOT EXCEED MOP,NO,,NO,EQUIPMENT FAILURE,OTHER EQUIPMENT FAILURE,2020,67.0
355,20200309,SUNOCO PIPELINE L.P.,2020-10-26,32.207591,-103.452344,CRUDE OIL,0.25,NO,NO,YES,NO,NO,ONSHORE,ABOVEGROUND,,SCRAPER/PIG TRAP,,2015.0,LEAK,4800.0,PRESSURE DID NOT EXCEED MOP,NO,NO,NO,EQUIPMENT FAILURE,NON-THREADED CONNECTION FAILURE,2020,5.0
356,20200321,BELLE FOURCHE PIPELINE CO,2020-10-26,44.311532,-105.247513,CRUDE OIL,125.0,NO,NO,YES,NO,NO,ONSHORE,UNDERGROUND,54,"WELD, INCLUDING HEAT-AFFECTED ZONE",8.0,1969.0,RUPTURE,31395.0,PRESSURE DID NOT EXCEED MOP,YES,,NO,MATERIAL FAILURE OF PIPE OR WELD,"CONSTRUCTION-, INSTALLATION-, OR FABRICATION-RELATED",2020,51.0
357,20200318,"NUSTAR PERMIAN TRANSPORTATION AND STORAGE, LLC",2020-10-25,32.499067,-101.673792,CRUDE OIL,0.87,NO,NO,YES,NO,NO,ONSHORE,ABOVEGROUND,,AUXILIARY PIPING (E.G. DRAIN LINES),,2016.0,LEAK,7487.0,PRESSURE DID NOT EXCEED MOP,NO,,NO,EQUIPMENT FAILURE,THREADED CONNECTION/COUPLING FAILURE,2020,4.0
358,20200316,"PLAINS PIPELINE, L.P.",2020-10-23,32.063652,-104.133369,CRUDE OIL,1.6,NO,NO,YES,NO,NO,ONSHORE,ABOVEGROUND,,OTHER,,2014.0,OVERFILL OR OVERFLOW,6540.0,PRESSURE DID NOT EXCEED MOP,NO,NO,NO,INCORRECT OPERATION,OTHER INCORRECT OPERATION,2020,6.0
359,20200313,"HOLLY ENERGY PARTNERS - OPERATING, L.P.",2020-10-23,41.56763,-109.98044,CRUDE OIL,7.0,NO,NO,YES,NO,NO,ONSHORE,ABOVEGROUND,,VALVE,,,LEAK,87201.0,PRESSURE DID NOT EXCEED MOP,NO,NO,NO,EQUIPMENT FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,2020,
360,20200315,TC OIL PIPELINE OPERATIONS INC,2020-10-22,47.9217,-97.9233,CRUDE OIL,2.0,NO,NO,YES,NO,NO,ONSHORE,ABOVEGROUND,,OTHER,,2020.0,LEAK,265903.0,PRESSURE DID NOT EXCEED MOP,YES,NO,NO,EQUIPMENT FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,2020,0.0
361,20200314,"FLINT HILLS RESOURCES, LC",2020-10-20,47.684153,-95.412631,CRUDE OIL,5.0,NO,NO,YES,NO,NO,ONSHORE,ABOVEGROUND,,PUMP,,2016.0,LEAK,156105.0,PRESSURE DID NOT EXCEED MOP,YES,NO,NO,EQUIPMENT FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,2020,4.0
362,20200307,SUNOCO PARTNERS MARKETING & TERMINALS LP,2020-10-18,29.9950861,-93.992647,CRUDE OIL,2.0,NO,NO,NO,NO,NO,ONSHORE,ABOVEGROUND,,VALVE,,2017.0,LEAK,1000.0,PRESSURE DID NOT EXCEED MOP,NO,NO,NO,CORROSION FAILURE,INTERNAL CORROSION,2020,3.0
363,20200304,PHILLIPS 66 PIPELINE LLC,2020-10-17,47.47725,-110.95962,CRUDE OIL,2.0,NO,NO,YES,NO,NO,ONSHORE,ABOVEGROUND,,PUMP,,2019.0,LEAK,34825.0,PRESSURE DID NOT EXCEED MOP,YES,YES,NO,EQUIPMENT FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,2020,1.0
364,20200306,SUNOCO PIPELINE L.P.,2020-10-14,40.616076,-74.340111,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,0.3,NO,NO,NO,NO,NO,ONSHORE,UNDERGROUND,96,OTHER,,1956.0,LEAK,2117.0,PRESSURE DID NOT EXCEED MOP,NO,NO,NO,CORROSION FAILURE,EXTERNAL CORROSION,2020,64.0
365,20200303,ENTERPRISE PRODUCTS OPERATING LLC,2020-10-14,30.164743,-93.351383,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,60.0,NO,NO,YES,NO,NO,ONSHORE,ABOVEGROUND,,TUBING,,2000.0,LEAK,1800.0,PRESSURE DID NOT EXCEED MOP,YES,NO,NO,EQUIPMENT FAILURE,THREADED CONNECTION/COUPLING FAILURE,2020,20.0
366,20200310,"PLAINS PIPELINE, L.P.",2020-10-13,32.263131,-104.132992,CRUDE OIL,3.8,NO,NO,YES,NO,NO,ONSHORE,ABOVEGROUND,,PUMP,,2013.0,LEAK,6540.0,PRESSURE DID NOT EXCEED MOP,NO,NO,NO,EQUIPMENT FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,2020,7.0
367,20200299,KINDER MORGAN WINK PIPELINE LLC,2020-10-13,31.416699,-102.793852,CRUDE OIL,123.0,NO,NO,YES,NO,NO,ONSHORE,UNDERGROUND,4,OTHER,,,OTHER,37215.0,PRESSURE DID NOT EXCEED MOP,NO,,NO,OTHER OUTSIDE FORCE DAMAGE,"DAMAGE BY CAR, TRUCK, OR OTHER MOTORIZED VEHICLE/EQUIPMENT NOT ENGAGED IN EXCAVATION",2020,
368,20200301,"MAGELLAN PIPELINE COMPANY, LP",2020-10-10,31.816619,-102.333982,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,15.0,NO,NO,NO,NO,NO,ONSHORE,"TANK, INCLUDING ATTACHED APPURTENANCES",,TANK/VESSEL,,1957.0,LEAK,82000.0,PRESSURE DID NOT EXCEED MOP,NO,NO,NO,CORROSION FAILURE,EXTERNAL CORROSION,2020,63.0
369,20200302,CITGO PRODUCTS PIPELINE CO,2020-10-10,30.179177,-93.343775,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,0.35,NO,NO,NO,NO,NO,ONSHORE,ABOVEGROUND,,VALVE,,1995.0,LEAK,30030.0,PRESSURE DID NOT EXCEED MOP,NO,NO,NO,NATURAL FORCE DAMAGE,HIGH WINDS,2020,25.0
370,20200296,SUNOCO PARTNERS MARKETING & TERMINALS LP,2020-10-10,29.992222,-93.991666,CRUDE OIL,10.0,NO,NO,NO,NO,NO,ONSHORE,"TANK, INCLUDING ATTACHED APPURTENANCES",,TANK/VESSEL,,1956.0,OTHER,14600.0,PRESSURE DID NOT EXCEED MOP,NO,NO,NO,NATURAL FORCE DAMAGE,HEAVY RAINS/FLOODS,2020,64.0
371,20200298,ENTERPRISE PRODUCTS OPERATING LLC,2020-10-08,29.9547,-94.2422,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,0.2,NO,NO,YES,NO,NO,ONSHORE,ABOVEGROUND,,PUMP,,2011.0,LEAK,460.0,PRESSURE DID NOT EXCEED MOP,YES,NO,NO,EQUIPMENT FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,2020,9.0
372,20200300,"DENBURY GULF COAST PIPELINES, LLC",2020-10-07,32.628233,-90.569264,CO2 (CARBON DIOXIDE),41177.0,NO,NO,NO,NO,NO,ONSHORE,ABOVEGROUND,,VALVE,,2009.0,OTHER,64998.0,PRESSURE DID NOT EXCEED MOP,NO,,NO,EQUIPMENT FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,2020,11.0
373,20200292,COLONIAL PIPELINE CO,2020-10-07,30.44457431,-92.29073641,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,1.65,NO,NO,YES,NO,NO,ONSHORE,UNDERGROUND,UNKNOWN,AUXILIARY PIPING (E.G. DRAIN LINES),,1981.0,LEAK,30100.0,PRESSURE DID NOT EXCEED MOP,NO,,NO,EQUIPMENT FAILURE,OTHER EQUIPMENT FAILURE,2020,39.0
374,20200286,ENTERPRISE CRUDE PIPELINE LLC,2020-10-05,30.66894265,-97.85592033,CRUDE OIL,0.5,NO,NO,NO,NO,NO,ONSHORE,ABOVEGROUND,,OTHER,,2016.0,LEAK,219.0,PRESSURE DID NOT EXCEED MOP,NO,NO,NO,EQUIPMENT FAILURE,NON-THREADED CONNECTION FAILURE,2020,4.0
375,20200295,PHILLIPS 66 PIPELINE LLC,2020-10-05,28.993423,-95.56372,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,471.0,NO,NO,YES,NO,NO,ONSHORE,ABOVEGROUND,,TUBING,,2020.0,LEAK,28000.0,PRESSURE DID NOT EXCEED MOP,NO,NO,NO,EQUIPMENT FAILURE,DEFECTIVE OR LOOSE TUBING OR FITTING,2020,0.0
376,20200297,EXXONMOBIL PIPELINE CO,2020-10-05,30.007067,-90.859229,CRUDE OIL,10.0,NO,NO,YES,NO,NO,ONSHORE,UNDERGROUND,96,OTHER,,,LEAK,313400.0,PRESSURE DID NOT EXCEED MOP,NO,,NO,CORROSION FAILURE,INTERNAL CORROSION,2020,
377,20200294,"NUSTAR LOGISTICS, L.P.",2020-10-02,27.8179,-97.40653,CRUDE OIL,0.36,NO,NO,NO,NO,NO,ONSHORE,"TANK, INCLUDING ATTACHED APPURTENANCES",,TANK/VESSEL,,1995.0,LEAK,1538111.0,PRESSURE DID NOT EXCEED MOP,NO,,NO,CORROSION FAILURE,EXTERNAL CORROSION,2020,25.0
378,20200293,"EXPRESS HOLDINGS (USA), LLC",2020-10-01,40.407001,-99.3218,CRUDE OIL,20.0,NO,NO,NO,NO,NO,ONSHORE,ABOVEGROUND,,VALVE,,2020.0,LEAK,20000.0,PRESSURE DID NOT EXCEED MOP,,,NO,INCORRECT OPERATION,EQUIPMENT NOT INSTALLED PROPERLY,2020,0.0
379,20200291,CENTURION PIPELINE L.P.,2020-09-30,32.032675,-102.50627,CRUDE OIL,5.0,NO,NO,NO,NO,NO,ONSHORE,"TANK, INCLUDING ATTACHED APPURTENANCES",,TANK/VESSEL,,2019.0,LEAK,3571.0,PRESSURE DID NOT EXCEED MOP,NO,NO,NO,EQUIPMENT FAILURE,NON-THREADED CONNECTION FAILURE,2020,1.0
380,20200289,"SFPP, LP",2020-09-29,33.846325,-118.233203,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,0.7,NO,NO,YES,NO,NO,ONSHORE,ABOVEGROUND,,SUMP/SEPARATOR,,1955.0,OVERFILL OR OVERFLOW,14050.0,PRESSURE DID NOT EXCEED MOP,NO,,NO,EQUIPMENT FAILURE,OTHER EQUIPMENT FAILURE,2020,65.0
381,20200290,"EXPRESS HOLDINGS (USA), LLC",2020-09-28,42.750975,-105.613738,CRUDE OIL,0.36,NO,NO,NO,NO,NO,ONSHORE,ABOVEGROUND,,PUMP,,2019.0,LEAK,2667.0,PRESSURE DID NOT EXCEED MOP,NO,NO,NO,EQUIPMENT FAILURE,THREADED CONNECTION/COUPLING FAILURE,2020,1.0
382,20200288,"DELEK MARKETING AND SUPPLY, LP",2020-09-28,32.30367,-101.4621,CRUDE OIL,7.0,NO,NO,YES,NO,NO,ONSHORE,ABOVEGROUND,,TUBING,,2019.0,LEAK,64300.0,PRESSURE DID NOT EXCEED MOP,NO,,NO,EQUIPMENT FAILURE,DEFECTIVE OR LOOSE TUBING OR FITTING,2020,1.0
383,20200287,"NUSTAR LOGISTICS, L.P.",2020-09-27,27.817366,-97.410866,CRUDE OIL,0.36,NO,NO,NO,NO,NO,ONSHORE,ABOVEGROUND,,FLANGE,,1995.0,LEAK,5026.0,PRESSURE EXCEEDED 110% OF MOP,NO,,NO,INCORRECT OPERATION,PIPELINE OR EQUIPMENT OVERPRESSURED,2020,25.0
384,20200284,MARATHON PIPE LINE LLC,2020-09-27,29.8578082,-94.898167,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,400.0,NO,NO,YES,NO,NO,ONSHORE,ABOVEGROUND,,VALVE,,2019.0,LEAK,112844.0,PRESSURE DID NOT EXCEED MOP,NO,NO,NO,EQUIPMENT FAILURE,NON-THREADED CONNECTION FAILURE,2020,1.0
385,20200280,"ENBRIDGE ENERGY, LIMITED PARTNERSHIP",2020-09-20,47.690128,-95.408541,CRUDE OIL,0.21,NO,NO,NO,NO,NO,ONSHORE,ABOVEGROUND,,PUMP,,2020.0,LEAK,40010.0,PRESSURE DID NOT EXCEED MOP,YES,NO,NO,EQUIPMENT FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,2020,0.0
386,20200278,"KINDER MORGAN LIQUID TERMINALS, LLC",2020-09-19,29.728156,-95.205172,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,0.1,NO,NO,NO,NO,NO,ONSHORE,"TANK, INCLUDING ATTACHED APPURTENANCES",,TANK/VESSEL,,1975.0,LEAK,86610.0,PRESSURE DID NOT EXCEED MOP,NO,,NO,CORROSION FAILURE,EXTERNAL CORROSION,2020,45.0
387,20200279,"MAGELLAN PIPELINE COMPANY, LP",2020-09-18,41.107091,-104.833188,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,0.12,NO,NO,NO,NO,NO,ONSHORE,ABOVEGROUND,,TUBING,,1995.0,LEAK,950.0,PRESSURE DID NOT EXCEED MOP,,,NO,EQUIPMENT FAILURE,NON-THREADED CONNECTION FAILURE,2020,25.0
388,20200274,TARGA DOWNSTREAM LLC,2020-09-16,30.52542,-95.064933,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,214.0,NO,NO,YES,NO,NO,ONSHORE,ABOVEGROUND,,TUBING,,2019.0,LEAK,4044.0,PRESSURE DID NOT EXCEED MOP,NO,NO,NO,EQUIPMENT FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,2020,1.0
389,20200281,KINDER MORGAN CO2 CO. LP,2020-09-16,33.4720558,-100.0642161,CO2 (CARBON DIOXIDE),3.0,NO,NO,YES,NO,NO,ONSHORE,ABOVEGROUND,,OTHER,,2014.0,LEAK,556.0,PRESSURE DID NOT EXCEED MOP,NO,,NO,EQUIPMENT FAILURE,NON-THREADED CONNECTION FAILURE,2020,6.0
390,20200285,"MAGELLAN TERMINALS HOLDINGS, LP",2020-09-14,27.805493,-97.438349,CRUDE OIL,2.0,NO,NO,NO,NO,NO,ONSHORE,"TANK, INCLUDING ATTACHED APPURTENANCES",,TANK/VESSEL,,1980.0,LEAK,15100.0,PRESSURE DID NOT EXCEED MOP,NO,NO,NO,CORROSION FAILURE,EXTERNAL CORROSION,2020,40.0
391,20200277,SUNOCO PIPELINE L.P.,2020-09-14,32.22678,-101.39443,CRUDE OIL,3.0,NO,NO,NO,NO,NO,ONSHORE,ABOVEGROUND,,VALVE,,1929.0,LEAK,16471.0,PRESSURE DID NOT EXCEED MOP,NO,NO,NO,CORROSION FAILURE,INTERNAL CORROSION,2020,91.0
392,20200275,"DENBURY ONSHORE, LLC",2020-09-09,30.53251,-90.80213,CO2 (CARBON DIOXIDE),522.0,NO,NO,YES,NO,NO,ONSHORE,ABOVEGROUND,,FLANGE,,2007.0,LEAK,22362.0,PRESSURE DID NOT EXCEED MOP,NO,,NO,EQUIPMENT FAILURE,NON-THREADED CONNECTION FAILURE,2020,13.0
393,20200276,"ONEOK NGL PIPELINE, LLC",2020-09-09,38.36916,-97.83204,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,0.76,NO,NO,YES,NO,NO,ONSHORE,ABOVEGROUND,,OTHER,,1970.0,OTHER,1166.0,"PRESSURE EXCEEDED MOP, BUT DID NOT EXCEED 110% OF MOP",YES,,NO,INCORRECT OPERATION,PIPELINE OR EQUIPMENT OVERPRESSURED,2020,50.0
394,20200273,COLONIAL PIPELINE CO,2020-09-08,39.563713,-76.4788753,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,12.1,NO,NO,YES,NO,NO,ONSHORE,UNDERGROUND,78,AUXILIARY PIPING (E.G. DRAIN LINES),,1979.0,LEAK,751131.0,PRESSURE DID NOT EXCEED MOP,NO,,YES,CORROSION FAILURE,INTERNAL CORROSION,2020,41.0
395,20200268,ENTERPRISE PRODUCTS OPERATING LLC,2020-09-05,35.1279,-91.7522,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,4.76,NO,NO,YES,NO,NO,ONSHORE,ABOVEGROUND,,AUXILIARY PIPING (E.G. DRAIN LINES),,,LEAK,45420.0,PRESSURE DID NOT EXCEED MOP,NO,NO,NO,EQUIPMENT FAILURE,THREADED CONNECTION/COUPLING FAILURE,2020,
396,20200271,DCP MIDSTREAM,2020-09-03,32.9678439,-97.9422157,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,4.9,NO,NO,NO,NO,NO,ONSHORE,UNDERGROUND,48,"WELD, INCLUDING HEAT-AFFECTED ZONE",,1956.0,LEAK,125016.0,PRESSURE DID NOT EXCEED MOP,NO,NO,NO,MATERIAL FAILURE OF PIPE OR WELD,ORIGINAL MANUFACTURING-RELATED (NOT GIRTH WELD OR OTHER WELDS FORMED IN THE FIELD),2020,64.0
397,20200267,ENTERPRISE CRUDE PIPELINE LLC,2020-09-03,32.233953,-96.337986,CRUDE OIL,15.0,NO,NO,NO,NO,NO,ONSHORE,ABOVEGROUND,,OTHER,,2016.0,LEAK,38932.0,PRESSURE DID NOT EXCEED MOP,YES,NO,NO,EQUIPMENT FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,2020,4.0
398,20200270,"KINDER MORGAN LIQUID TERMINALS, LLC",2020-09-03,29.733197,-95.202372,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,2.1,NO,NO,NO,NO,NO,ONSHORE,UNDERGROUND,12,FLANGE,,2007.0,LEAK,24120.0,PRESSURE DID NOT EXCEED MOP,NO,,NO,EQUIPMENT FAILURE,NON-THREADED CONNECTION FAILURE,2020,13.0
399,20200272,CRIMSON PIPELINE L.P.,2020-09-02,36.344705,-120.295901,CRUDE OIL,34.0,NO,NO,NO,NO,NO,ONSHORE,UNDERGROUND,24,PIPE,18.0,1946.0,LEAK,297831.0,PRESSURE DID NOT EXCEED MOP,NO,NO,NO,CORROSION FAILURE,EXTERNAL CORROSION,2020,74.0
400,20200269,"PLAINS PIPELINE, L.P.",2020-09-02,31.279649,-103.370868,CRUDE OIL,279.0,NO,NO,YES,NO,NO,ONSHORE,ABOVEGROUND,,OTHER,,2015.0,LEAK,77670.0,PRESSURE DID NOT EXCEED MOP,NO,,NO,EQUIPMENT FAILURE,NON-THREADED CONNECTION FAILURE,2020,5.0
401,20200258,PHILLIPS 66 PIPELINE LLC,2020-09-02,30.0012,-93.9775,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,0.17,NO,NO,YES,NO,NO,ONSHORE,ABOVEGROUND,,OTHER,,2020.0,LEAK,11516.0,PRESSURE DID NOT EXCEED MOP,,,NO,EQUIPMENT FAILURE,OTHER EQUIPMENT FAILURE,2020,0.0
402,20200266,"ONEOK NGL PIPELINE, LLC",2020-09-01,32.67485,-97.92963,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,32.47,NO,NO,NO,NO,NO,ONSHORE,ABOVEGROUND,,RELIEF LINE,,2020.0,LEAK,6992.0,PRESSURE DID NOT EXCEED MOP,NO,NO,NO,EQUIPMENT FAILURE,THREADED CONNECTION/COUPLING FAILURE,2020,0.0
403,20200263,"KINDER MORGAN LIQUID TERMINALS, LLC",2020-08-31,29.729889,-95.201295,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,0.1,NO,NO,NO,NO,NO,ONSHORE,UNDERGROUND,78,"WELD, INCLUDING HEAT-AFFECTED ZONE",36.0,1954.0,LEAK,280010.0,PRESSURE DID NOT EXCEED MOP,NO,,NO,MATERIAL FAILURE OF PIPE OR WELD,"CONSTRUCTION-, INSTALLATION-, OR FABRICATION-RELATED",2020,66.0
404,20200264,KINDER MORGAN CO2 CO. LP,2020-08-31,33.96455,-104.58069,CO2 (CARBON DIOXIDE),4.85,NO,NO,NO,NO,NO,ONSHORE,ABOVEGROUND,,STOPPLE FITTING,,2016.0,LEAK,527.0,PRESSURE DID NOT EXCEED MOP,NO,,NO,INCORRECT OPERATION,OTHER INCORRECT OPERATION,2020,4.0
405,20200265,CHEVRON PIPE LINE CO,2020-08-26,29.373971,-89.550838,CRUDE OIL,2.0,NO,NO,YES,NO,NO,ONSHORE,"TANK, INCLUDING ATTACHED APPURTENANCES",,PIPE,24.0,1982.0,LEAK,149000.0,PRESSURE DID NOT EXCEED MOP,,,NO,CORROSION FAILURE,INTERNAL CORROSION,2020,38.0
406,20200260,EXPLORER PIPELINE CO,2020-08-25,31.921735,-95.817617,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,4.7,NO,NO,YES,NO,NO,ONSHORE,ABOVEGROUND,,PUMP,,1971.0,LEAK,23220.0,PRESSURE DID NOT EXCEED MOP,YES,YES,NO,EQUIPMENT FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,2020,49.0
407,20200261,NUSTAR TERMINALS OPERATIONS PARTNERSHIP L. P.,2020-08-25,40.608277,-74.221761,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,2.5,NO,NO,YES,NO,NO,ONSHORE,ABOVEGROUND,,PUMP,,1984.0,LEAK,30150.0,PRESSURE DID NOT EXCEED MOP,,,NO,EQUIPMENT FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,2020,36.0
408,20200259,PERMIAN EXPRESS PARTNERS LLC,2020-08-25,30.049424,-94.069842,CRUDE OIL,23.0,NO,NO,YES,NO,NO,ONSHORE,UNDERGROUND,48,AUXILIARY PIPING (E.G. DRAIN LINES),,1956.0,LEAK,60129.0,PRESSURE DID NOT EXCEED MOP,NO,NO,NO,CORROSION FAILURE,INTERNAL CORROSION,2020,64.0
409,20200283,TC OIL PIPELINE OPERATIONS INC,2020-08-23,35.291638,-96.448869,CRUDE OIL,0.4,NO,NO,NO,NO,NO,ONSHORE,ABOVEGROUND,,OTHER,,2018.0,LEAK,165552.0,PRESSURE DID NOT EXCEED MOP,YES,NO,NO,EQUIPMENT FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,2020,2.0
410,20200257,"SFPP, LP",2020-08-22,34.059956,-117.366792,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,1.2,NO,NO,YES,NO,NO,ONSHORE,ABOVEGROUND,,FLANGE,,,LEAK,25131.0,PRESSURE DID NOT EXCEED MOP,NO,,NO,INCORRECT OPERATION,EQUIPMENT NOT INSTALLED PROPERLY,2020,
